file,asset_id,issuer,captured_at,hard,soft,orb_matches,result
A000__crop_10pct.jpg,A000,northcam,2026-04-21T06:48:00Z,False,True,42,SOFT VERIFIED
A000__original.jpg,A000,northcam,2026-04-21T06:48:00Z,True,False,0,VERIFIED
A000__platform_strip.jpg,A000,northcam,2026-04-21T06:48:00Z,False,True,108,SOFT VERIFIED
A000__recompress_q40.jpg,A000,northcam,2026-04-21T06:48:00Z,False,True,74,SOFT VERIFIED
A000__resize_640.jpg,A000,northcam,2026-04-21T06:48:00Z,False,True,52,SOFT VERIFIED
A000__screenshot_sim.jpg,A000,northcam,2026-04-21T06:48:00Z,False,True,54,SOFT VERIFIED
A001__crop_10pct.jpg,A001,Unknown,Unknown,False,False,0,UNKNOWN
A001__original.jpg,A001,Unknown,Unknown,False,False,0,UNKNOWN
A001__platform_strip.jpg,A001,Unknown,Unknown,False,False,0,UNKNOWN
A001__recompress_q40.jpg,A001,Unknown,Unknown,False,False,0,UNKNOWN
A001__resize_640.jpg,A001,Unknown,Unknown,False,False,0,UNKNOWN
A001__screenshot_sim.jpg,A001,Unknown,Unknown,False,False,0,UNKNOWN
A002__crop_10pct.jpg,A002,northcam,2026-05-18T19:12:00Z,False,True,54,SOFT VERIFIED
A002__original.jpg,A002,northcam,2026-05-18T19:12:00Z,True,False,0,VERIFIED
A002__platform_strip.jpg,A002,northcam,2026-05-18T19:12:00Z,False,True,132,SOFT VERIFIED
A002__recompress_q40.jpg,A002,northcam,2026-05-18T19:12:00Z,False,True,88,SOFT VERIFIED
A002__resize_640.jpg,A002,northcam,2026-05-18T19:12:00Z,False,True,72,SOFT VERIFIED
A002__screenshot_sim.jpg,A002,northcam,2026-05-18T19:12:00Z,False,True,76,SOFT VERIFIED
A003__crop_10pct.jpg,A003,northcam,2026-02-27T17:17:00Z,False,True,108,SOFT VERIFIED
A003__original.jpg,A003,northcam,2026-02-27T17:17:00Z,True,False,0,VERIFIED
A003__platform_strip.jpg,A003,northcam,2026-02-27T17:17:00Z,False,True,208,SOFT VERIFIED
A003__recompress_q40.jpg,A003,northcam,2026-02-27T17:17:00Z,False,True,149,SOFT VERIFIED
A003__resize_640.jpg,A003,northcam,2026-02-27T17:17:00Z,False,True,86,SOFT VERIFIED
A003__screenshot_sim.jpg,A003,northcam,2026-02-27T17:17:00Z,False,True,89,SOFT VERIFIED
A004__crop_10pct.jpg,A004,northcam,2026-03-11T18:30:00Z,False,True,79,SOFT VERIFIED
A004__original.jpg,A004,northcam,2026-03-11T18:30:00Z,True,False,0,VERIFIED
A004__platform_strip.jpg,A004,northcam,2026-03-11T18:30:00Z,False,True,180,SOFT VERIFIED
A004__recompress_q40.jpg,A004,northcam,2026-03-11T18:30:00Z,False,True,119,SOFT VERIFIED
A004__resize_640.jpg,A004,northcam,2026-03-11T18:30:00Z,False,True,83,SOFT VERIFIED
A004__screenshot_sim.jpg,A004,northcam,2026-03-11T18:30:00Z,False,True,85,SOFT VERIFIED
A005__crop_10pct.jpg,A005,Unknown,Unknown,False,False,0,UNKNOWN
A005__original.jpg,A005,Unknown,Unknown,False,False,0,UNKNOWN
A005__platform_strip.jpg,A005,Unknown,Unknown,False,False,0,UNKNOWN
A005__recompress_q40.jpg,A005,Unknown,Unknown,False,False,0,UNKNOWN
A005__resize_640.jpg,A005,Unknown,Unknown,False,False,0,UNKNOWN
A005__screenshot_sim.jpg,A005,Unknown,Unknown,False,False,0,UNKNOWN
A006__crop_10pct.jpg,A006,Unknown,Unknown,False,False,0,UNKNOWN
A006__original.jpg,A006,Unknown,Unknown,False,False,0,UNKNOWN
A006__platform_strip.jpg,A006,Unknown,Unknown,False,False,0,UNKNOWN
A006__recompress_q40.jpg,A006,Unknown,Unknown,False,False,0,UNKNOWN
A006__resize_640.jpg,A006,Unknown,Unknown,False,False,0,UNKNOWN
A006__screenshot_sim.jpg,A006,Unknown,Unknown,False,False,0,UNKNOWN
A007__crop_10pct.jpg,A007,northcam,2026-02-16T06:20:00Z,False,True,61,SOFT VERIFIED
A007__original.jpg,A007,northcam,2026-02-16T06:20:00Z,True,False,0,VERIFIED
A007__platform_strip.jpg,A007,northcam,2026-02-16T06:20:00Z,False,True,126,SOFT VERIFIED
A007__recompress_q40.jpg,A007,northcam,2026-02-16T06:20:00Z,False,True,93,SOFT VERIFIED
A007__resize_640.jpg,A007,northcam,2026-02-16T06:20:00Z,False,True,68,SOFT VERIFIED
A007__screenshot_sim.jpg,A007,northcam,2026-02-16T06:20:00Z,False,True,78,SOFT VERIFIED
A008__crop_10pct.jpg,A008,Unknown,Unknown,False,False,0,UNKNOWN
A008__original.jpg,A008,Unknown,Unknown,False,False,0,UNKNOWN
A008__platform_strip.jpg,A008,Unknown,Unknown,False,False,0,UNKNOWN
A008__recompress_q40.jpg,A008,Unknown,Unknown,False,False,0,UNKNOWN
A008__resize_640.jpg,A008,Unknown,Unknown,False,False,0,UNKNOWN
A008__screenshot_sim.jpg,A008,Unknown,Unknown,False,False,0,UNKNOWN
A009__crop_10pct.jpg,A009,northcam,2026-02-24T08:27:00Z,False,True,75,SOFT VERIFIED
A009__original.jpg,A009,northcam,2026-02-24T08:27:00Z,True,False,0,VERIFIED
A009__platform_strip.jpg,A009,northcam,2026-02-24T08:27:00Z,False,True,207,SOFT VERIFIED
A009__recompress_q40.jpg,A009,northcam,2026-02-24T08:27:00Z,False,True,147,SOFT VERIFIED
A009__resize_640.jpg,A009,northcam,2026-02-24T08:27:00Z,False,True,96,SOFT VERIFIED
A009__screenshot_sim.jpg,A009,northcam,2026-02-24T08:27:00Z,False,True,101,SOFT VERIFIED
A010__crop_10pct.jpg,A010,Unknown,Unknown,False,False,0,UNKNOWN
A010__original.jpg,A010,Unknown,Unknown,False,False,0,UNKNOWN
A010__platform_strip.jpg,A010,Unknown,Unknown,False,False,0,UNKNOWN
A010__recompress_q40.jpg,A010,Unknown,Unknown,False,False,0,UNKNOWN
A010__resize_640.jpg,A010,Unknown,Unknown,False,False,0,UNKNOWN
A010__screenshot_sim.jpg,A010,Unknown,Unknown,False,False,0,UNKNOWN
A011__crop_10pct.jpg,A011,northcam,2026-03-18T20:52:00Z,False,True,48,SOFT VERIFIED
A011__original.jpg,A011,northcam,2026-03-18T20:52:00Z,True,False,0,VERIFIED
A011__platform_strip.jpg,A011,northcam,2026-03-18T20:52:00Z,False,True,157,SOFT VERIFIED
A011__recompress_q40.jpg,A011,northcam,2026-03-18T20:52:00Z,False,True,125,SOFT VERIFIED
A011__resize_640.jpg,A011,northcam,2026-03-18T20:52:00Z,False,True,71,SOFT VERIFIED
A011__screenshot_sim.jpg,A011,northcam,2026-03-18T20:52:00Z,False,True,80,SOFT VERIFIED
A012__crop_10pct.jpg,A012,Unknown,Unknown,False,False,0,UNKNOWN
A012__original.jpg,A012,Unknown,Unknown,False,False,0,UNKNOWN
A012__platform_strip.jpg,A012,Unknown,Unknown,False,False,0,UNKNOWN
A012__recompress_q40.jpg,A012,Unknown,Unknown,False,False,0,UNKNOWN
A012__resize_640.jpg,A012,Unknown,Unknown,False,False,0,UNKNOWN
A012__screenshot_sim.jpg,A012,Unknown,Unknown,False,False,0,UNKNOWN
A013__crop_10pct.jpg,A013,Unknown,Unknown,False,False,0,UNKNOWN
A013__original.jpg,A013,Unknown,Unknown,False,False,0,UNKNOWN
A013__platform_strip.jpg,A013,Unknown,Unknown,False,False,0,UNKNOWN
A013__recompress_q40.jpg,A013,Unknown,Unknown,False,False,0,UNKNOWN
A013__resize_640.jpg,A013,Unknown,Unknown,False,False,0,UNKNOWN
A013__screenshot_sim.jpg,A013,Unknown,Unknown,False,False,0,UNKNOWN
A014__crop_10pct.jpg,A014,northcam,2026-03-21T18:51:00Z,False,True,66,SOFT VERIFIED
A014__original.jpg,A014,northcam,2026-03-21T18:51:00Z,True,False,0,VERIFIED
A014__platform_strip.jpg,A014,northcam,2026-03-21T18:51:00Z,False,True,172,SOFT VERIFIED
A014__recompress_q40.jpg,A014,northcam,2026-03-21T18:51:00Z,False,True,120,SOFT VERIFIED
A014__resize_640.jpg,A014,northcam,2026-03-21T18:51:00Z,False,True,107,SOFT VERIFIED
A014__screenshot_sim.jpg,A014,northcam,2026-03-21T18:51:00Z,False,True,81,SOFT VERIFIED
A015__crop_10pct.jpg,A015,northcam,2026-04-26T16:43:00Z,False,True,109,SOFT VERIFIED
A015__original.jpg,A015,northcam,2026-04-26T16:43:00Z,True,False,0,VERIFIED
A015__platform_strip.jpg,A015,northcam,2026-04-26T16:43:00Z,False,True,214,SOFT VERIFIED
A015__recompress_q40.jpg,A015,northcam,2026-04-26T16:43:00Z,False,True,160,SOFT VERIFIED
A015__resize_640.jpg,A015,northcam,2026-04-26T16:43:00Z,False,True,101,SOFT VERIFIED
A015__screenshot_sim.jpg,A015,northcam,2026-04-26T16:43:00Z,False,True,96,SOFT VERIFIED
A016__crop_10pct.jpg,A016,northcam,2026-01-16T18:28:00Z,False,True,63,SOFT VERIFIED
A016__original.jpg,A016,northcam,2026-01-16T18:28:00Z,True,False,0,VERIFIED
A016__platform_strip.jpg,A016,northcam,2026-01-16T18:28:00Z,False,True,151,SOFT VERIFIED
A016__recompress_q40.jpg,A016,northcam,2026-01-16T18:28:00Z,False,True,86,SOFT VERIFIED
A016__resize_640.jpg,A016,northcam,2026-01-16T18:28:00Z,False,True,94,SOFT VERIFIED
A016__screenshot_sim.jpg,A016,northcam,2026-01-16T18:28:00Z,False,True,74,SOFT VERIFIED
A017__crop_10pct.jpg,A017,northcam,2026-03-17T09:42:00Z,False,True,74,SOFT VERIFIED
A017__original.jpg,A017,northcam,2026-03-17T09:42:00Z,True,False,0,VERIFIED
A017__platform_strip.jpg,A017,northcam,2026-03-17T09:42:00Z,False,True,160,SOFT VERIFIED
A017__recompress_q40.jpg,A017,northcam,2026-03-17T09:42:00Z,False,True,89,SOFT VERIFIED
A017__resize_640.jpg,A017,northcam,2026-03-17T09:42:00Z,False,True,79,SOFT VERIFIED
A017__screenshot_sim.jpg,A017,northcam,2026-03-17T09:42:00Z,False,True,70,SOFT VERIFIED
A018__crop_10pct.jpg,A018,northcam,2026-01-22T13:44:00Z,False,True,62,SOFT VERIFIED
A018__original.jpg,A018,northcam,2026-01-22T13:44:00Z,True,False,0,VERIFIED
A018__platform_strip.jpg,A018,northcam,2026-01-22T13:44:00Z,False,True,147,SOFT VERIFIED
A018__recompress_q40.jpg,A018,northcam,2026-01-22T13:44:00Z,False,True,73,SOFT VERIFIED
A018__resize_640.jpg,A018,northcam,2026-01-22T13:44:00Z,False,True,58,SOFT VERIFIED
A018__screenshot_sim.jpg,A018,northcam,2026-01-22T13:44:00Z,False,True,46,SOFT VERIFIED
A019__crop_10pct.jpg,A019,northcam,2026-02-25T19:24:00Z,False,True,59,SOFT VERIFIED
A019__original.jpg,A019,northcam,2026-02-25T19:24:00Z,True,False,0,VERIFIED
A019__platform_strip.jpg,A019,northcam,2026-02-25T19:24:00Z,False,True,132,SOFT VERIFIED
A019__recompress_q40.jpg,A019,northcam,2026-02-25T19:24:00Z,False,True,95,SOFT VERIFIED
A019__resize_640.jpg,A019,northcam,2026-02-25T19:24:00Z,False,True,63,SOFT VERIFIED
A019__screenshot_sim.jpg,A019,northcam,2026-02-25T19:24:00Z,False,True,59,SOFT VERIFIED
A020__crop_10pct.jpg,A020,ghostsign,2026-05-21T20:56:00Z,False,False,0,UNKNOWN
A020__original.jpg,A020,ghostsign,2026-05-21T20:56:00Z,False,False,0,UNKNOWN
A020__platform_strip.jpg,A020,ghostsign,2026-05-21T20:56:00Z,False,False,0,UNKNOWN
A020__recompress_q40.jpg,A020,ghostsign,2026-05-21T20:56:00Z,False,False,0,UNKNOWN
A020__resize_640.jpg,A020,ghostsign,2026-05-21T20:56:00Z,False,False,0,UNKNOWN
A020__screenshot_sim.jpg,A020,ghostsign,2026-05-21T20:56:00Z,False,False,0,UNKNOWN
A021__crop_10pct.jpg,A021,northcam,2026-06-10T17:53:00Z,False,False,30,ALTERED
A021__original.jpg,A021,northcam,2026-06-10T17:53:00Z,True,False,0,VERIFIED
A021__platform_strip.jpg,A021,northcam,2026-06-10T17:53:00Z,False,True,88,SOFT VERIFIED
A021__recompress_q40.jpg,A021,northcam,2026-06-10T17:53:00Z,False,True,45,SOFT VERIFIED
A021__resize_640.jpg,A021,northcam,2026-06-10T17:53:00Z,False,True,50,SOFT VERIFIED
A021__screenshot_sim.jpg,A021,northcam,2026-06-10T17:53:00Z,False,False,39,ALTERED
A022__crop_10pct.jpg,A022,northcam,2026-02-26T09:52:00Z,False,True,109,SOFT VERIFIED
A022__original.jpg,A022,northcam,2026-02-26T09:52:00Z,True,False,0,VERIFIED
A022__platform_strip.jpg,A022,northcam,2026-02-26T09:52:00Z,False,True,235,SOFT VERIFIED
A022__recompress_q40.jpg,A022,northcam,2026-02-26T09:52:00Z,False,True,160,SOFT VERIFIED
A022__resize_640.jpg,A022,northcam,2026-02-26T09:52:00Z,False,True,85,SOFT VERIFIED
A022__screenshot_sim.jpg,A022,northcam,2026-02-26T09:52:00Z,False,True,121,SOFT VERIFIED
A023__crop_10pct.jpg,A023,ghostsign,2026-02-21T19:30:00Z,False,False,0,UNKNOWN
A023__original.jpg,A023,ghostsign,2026-02-21T19:30:00Z,False,False,0,UNKNOWN
A023__platform_strip.jpg,A023,ghostsign,2026-02-21T19:30:00Z,False,False,0,UNKNOWN
A023__recompress_q40.jpg,A023,ghostsign,2026-02-21T19:30:00Z,False,False,0,UNKNOWN
A023__resize_640.jpg,A023,ghostsign,2026-02-21T19:30:00Z,False,False,0,UNKNOWN
A023__screenshot_sim.jpg,A023,ghostsign,2026-02-21T19:30:00Z,False,False,0,UNKNOWN
A024__crop_10pct.jpg,A024,Unknown,Unknown,False,False,0,UNKNOWN
A024__original.jpg,A024,Unknown,Unknown,False,False,0,UNKNOWN
A024__platform_strip.jpg,A024,Unknown,Unknown,False,False,0,UNKNOWN
A024__recompress_q40.jpg,A024,Unknown,Unknown,False,False,0,UNKNOWN
A024__resize_640.jpg,A024,Unknown,Unknown,False,False,0,UNKNOWN
A024__screenshot_sim.jpg,A024,Unknown,Unknown,False,False,0,UNKNOWN
A025__crop_10pct.jpg,A025,northcam,2026-05-13T10:51:00Z,False,False,35,ALTERED
A025__original.jpg,A025,northcam,2026-05-13T10:51:00Z,True,False,0,VERIFIED
A025__platform_strip.jpg,A025,northcam,2026-05-13T10:51:00Z,False,True,89,SOFT VERIFIED
A025__recompress_q40.jpg,A025,northcam,2026-05-13T10:51:00Z,False,True,48,SOFT VERIFIED
A025__resize_640.jpg,A025,northcam,2026-05-13T10:51:00Z,False,True,43,SOFT VERIFIED
A025__screenshot_sim.jpg,A025,northcam,2026-05-13T10:51:00Z,False,True,54,SOFT VERIFIED
A026__crop_10pct.jpg,A026,Unknown,Unknown,False,False,0,UNKNOWN
A026__original.jpg,A026,Unknown,Unknown,False,False,0,UNKNOWN
A026__platform_strip.jpg,A026,Unknown,Unknown,False,False,0,UNKNOWN
A026__recompress_q40.jpg,A026,Unknown,Unknown,False,False,0,UNKNOWN
A026__resize_640.jpg,A026,Unknown,Unknown,False,False,0,UNKNOWN
A026__screenshot_sim.jpg,A026,Unknown,Unknown,False,False,0,UNKNOWN
A027__crop_10pct.jpg,A027,northcam,2026-05-19T20:33:00Z,False,True,99,SOFT VERIFIED
A027__original.jpg,A027,northcam,2026-05-19T20:33:00Z,True,False,0,VERIFIED
A027__platform_strip.jpg,A027,northcam,2026-05-19T20:33:00Z,False,True,215,SOFT VERIFIED
A027__recompress_q40.jpg,A027,northcam,2026-05-19T20:33:00Z,False,True,172,SOFT VERIFIED
A027__resize_640.jpg,A027,northcam,2026-05-19T20:33:00Z,False,True,109,SOFT VERIFIED
A027__screenshot_sim.jpg,A027,northcam,2026-05-19T20:33:00Z,False,True,129,SOFT VERIFIED
A028__crop_10pct.jpg,A028,Unknown,Unknown,False,False,0,UNKNOWN
A028__original.jpg,A028,Unknown,Unknown,False,False,0,UNKNOWN
A028__platform_strip.jpg,A028,Unknown,Unknown,False,False,0,UNKNOWN
A028__recompress_q40.jpg,A028,Unknown,Unknown,False,False,0,UNKNOWN
A028__resize_640.jpg,A028,Unknown,Unknown,False,False,0,UNKNOWN
A028__screenshot_sim.jpg,A028,Unknown,Unknown,False,False,0,UNKNOWN
A029__crop_10pct.jpg,A029,Unknown,Unknown,False,False,0,UNKNOWN
A029__original.jpg,A029,Unknown,Unknown,False,False,0,UNKNOWN
A029__platform_strip.jpg,A029,Unknown,Unknown,False,False,0,UNKNOWN
A029__recompress_q40.jpg,A029,Unknown,Unknown,False,False,0,UNKNOWN
A029__resize_640.jpg,A029,Unknown,Unknown,False,False,0,UNKNOWN
A029__screenshot_sim.jpg,A029,Unknown,Unknown,False,False,0,UNKNOWN
A030__crop_10pct.jpg,A030,northcam,2026-02-20T13:52:00Z,False,True,129,SOFT VERIFIED
A030__original.jpg,A030,northcam,2026-02-20T13:52:00Z,True,False,0,VERIFIED
A030__platform_strip.jpg,A030,northcam,2026-02-20T13:52:00Z,False,True,216,SOFT VERIFIED
A030__recompress_q40.jpg,A030,northcam,2026-02-20T13:52:00Z,False,True,158,SOFT VERIFIED
A030__resize_640.jpg,A030,northcam,2026-02-20T13:52:00Z,False,True,97,SOFT VERIFIED
A030__screenshot_sim.jpg,A030,northcam,2026-02-20T13:52:00Z,False,True,117,SOFT VERIFIED
A031__crop_10pct.jpg,A031,northcam,2026-01-10T16:13:00Z,False,True,62,SOFT VERIFIED
A031__original.jpg,A031,northcam,2026-01-10T16:13:00Z,True,False,0,VERIFIED
A031__platform_strip.jpg,A031,northcam,2026-01-10T16:13:00Z,False,True,116,SOFT VERIFIED
A031__recompress_q40.jpg,A031,northcam,2026-01-10T16:13:00Z,False,True,91,SOFT VERIFIED
A031__resize_640.jpg,A031,northcam,2026-01-10T16:13:00Z,False,True,67,SOFT VERIFIED
A031__screenshot_sim.jpg,A031,northcam,2026-01-10T16:13:00Z,False,True,64,SOFT VERIFIED
A032__crop_10pct.jpg,A032,Unknown,Unknown,False,False,0,UNKNOWN
A032__original.jpg,A032,Unknown,Unknown,False,False,0,UNKNOWN
A032__platform_strip.jpg,A032,Unknown,Unknown,False,False,0,UNKNOWN
A032__recompress_q40.jpg,A032,Unknown,Unknown,False,False,0,UNKNOWN
A032__resize_640.jpg,A032,Unknown,Unknown,False,False,0,UNKNOWN
A032__screenshot_sim.jpg,A032,Unknown,Unknown,False,False,0,UNKNOWN
